7.778175e-01 -4.666905e-01
7.778175e-01 -4.277996e-01
7.778175e-01 -3.889087e-01
7.778175e-01 -3.500179e-01
7.778175e-01 -3.111270e-01
7.778175e-01 -2.722361e-01
7.778175e-01 -2.333452e-01
7.778175e-01 -1.944544e-01
7.778175e-01 -1.555635e-01
7.778175e-01 -1.166726e-01
7.778175e-01 -7.778175e-02
7.778175e-01 -3.889087e-02
7.778175e-01 0.000000e+00
7.778175e-01 3.889087e-02
7.778175e-01 7.778175e-02
7.778175e-01 1.166726e-01
7.778175e-01 1.555635e-01
7.778175e-01 1.944544e-01
7.778175e-01 2.333452e-01
7.778175e-01 2.722361e-01
7.778175e-01 3.111270e-01
7.778175e-01 3.500179e-01
7.778175e-01 3.889087e-01
7.778175e-01 4.277996e-01
7.778175e-01 4.666905e-01
7.778175e-01 5.055813e-01
7.778175e-01 5.444722e-01
7.778175e-01 5.833631e-01
7.778175e-01 6.222540e-01
7.778175e-01 6.611448e-01
7.778175e-01 7.000357e-01
7.778175e-01 7.389266e-01
7.778175e-01 7.778175e-01
